,spend,response,media_channel
0,1418.6164256765992,0.157421689898412,tv_ad
1,2826.894224957983,0.9502722325108408,tv_ad
2,5522.257053365711,4.932038601768493,tv_ad
3,3931.9085521230363,2.1900357161756796,tv_ad
4,3356.5553101190644,1.4729996196183595,tv_ad
5,2668.0301791414317,0.818778029812315,tv_ad
6,5178.228131619764,4.253042578043162,tv_ad
7,4671.530399309055,3.3347322481554067,tv_ad
8,2917.63780307273,1.030562314022941,tv_ad
9,4170.788267685754,2.532978349900094,tv_ad
10,4147.893032521582,2.4989799287243395,tv_ad
11,3034.667461046116,1.1397306824017581,tv_ad
12,4074.128364940306,2.391063651188974,tv_ad
13,1520.3361917341012,0.1888335493266843,tv_ad
14,920.3097783067107,0.050376656358500214,tv_ad
15,2346.100190279001,0.586948349123314,tv_ad
16,2695.248826641362,0.8404938969688502,tv_ad
17,3819.142127905636,2.0372870511669263,tv_ad
18,2523.5602546888886,0.7090803758823818,tv_ad
19,1769.8340908465857,0.2813020978853652,tv_ad
20,2969.5124293133817,1.0781683316478698,tv_ad
21,3510.940535933164,1.6501355788857779,tv_ad
22,4243.250925931319,2.6421437257481015,tv_ad
23,3705.989512230692,1.8899726743616014,tv_ad
24,2778.3805594300757,0.9088978604789102,tv_ad
25,3631.8133449838397,1.7966564860414247,tv_ad
26,2263.309576005893,0.5346289457574558,tv_ad
27,3494.513125115324,1.6307533877348697,tv_ad
28,4151.641012414939,2.504529242935458,tv_ad
29,3318.8853435268275,1.4314829284524044,tv_ad
30,2720.478690766194,0.8609222940113822,tv_ad
31,4355.6760375234735,2.8161718862020875,tv_ad
32,4410.580162350427,2.903198927454898,tv_ad
33,2751.313016900698,0.8862807103160324,tv_ad
34,3554.976050163204,1.7027187686867145,tv_ad
35,2950.0312616039146,1.0601441172900101,tv_ad
36,4854.272514637613,3.6540570547743303,tv_ad
37,1991.3459041905285,0.38294461631059384,tv_ad
38,1161.6728594057636,0.09305624337628751,tv_ad
39,3980.2718290544694,2.2573522755586533,tv_ad
40,3871.689020767175,2.1077298166596057,tv_ad
41,4622.011064037344,3.2505997851170156,tv_ad
42,2441.53734872604,0.6509209880770207,tv_ad
43,3689.5001082228073,1.8690052543842735,tv_ad
44,3771.802233169077,1.9749266312967935,tv_ad
45,3495.7057556913805,1.6321562553140845,tv_ad
46,3267.570460906235,1.37600283350645,tv_ad
47,3652.4698601296486,1.8223836032890668,tv_ad
48,3760.168407712005,1.9597617152517666,tv_ad
49,2247.9301592298953,0.5252312014009213,tv_ad
50,3787.0126802645623,1.9948491461939577,tv_ad
51,3866.815844294138,2.1011429425772365,tv_ad
52,4399.2597454459665,2.885146548300317,tv_ad
53,3110.27894457069,1.2136519617870576,tv_ad
54,6509.171484036549,7.083703724960469,tv_ad
55,5762.390002219987,5.429862007419071,tv_ad
56,3147.753341998964,1.2512789484770614,tv_ad
57,2422.978485432107,0.6381708628546312,tv_ad
58,3640.4134882754506,1.807343370907999,tv_ad
59,5869.535764001591,5.657820554224304,tv_ad
60,3991.6260384662955,2.273312585581568,tv_ad
61,4969.338282539268,3.8621012717979486,tv_ad
62,2465.965313407137,0.6679327997953813,tv_ad
63,2331.1029493748338,0.577253425212458,tv_ad
64,2960.6827593386633,1.0699772174997915,tv_ad
65,5507.682565951263,4.90243272016159,tv_ad
66,5142.018460932187,4.184079354802669,tv_ad
67,4906.806326341443,3.7483830207129976,tv_ad
68,2202.31568065661,0.4979446569038482,tv_ad
69,2977.847736198444,1.0859340136886881,tv_ad
70,4517.073065199858,3.075762623018134,tv_ad
71,6286.041789414576,6.5746963110061385,tv_ad
72,5770.917597317948,5.44787733958241,tv_ad
73,4765.282515885792,3.496832129028336,tv_ad
74,1740.748918590565,0.26935203916515704,tv_ad
75,5527.360821393313,4.942423069461867,tv_ad
76,3074.5125323922975,1.1783524618421364,tv_ad
77,3759.6511196188553,1.959088889553125,tv_ad
78,3672.349411239732,1.8473322557100074,tv_ad
79,1998.7207831742567,0.38665961617258676,tv_ad
80,3557.6343152291834,1.7059222501960825,tv_ad
81,3866.777016596826,2.101090505082052,tv_ad
82,4676.278816064483,3.3428540631415204,tv_ad
83,3845.661552418163,2.0726775555534145,tv_ad
84,2596.5622073060513,0.7633459068108283,tv_ad
85,2423.850944513305,0.6387668851999962,tv_ad
86,5359.788164227622,4.6061343239356844,tv_ad
87,3779.0659633767887,1.984427120831661,tv_ad
88,4039.792650372333,2.341678695377583,tv_ad
89,5166.87403341844,4.231365042693381,tv_ad
90,3052.3941514507574,1.1568217307418223,tv_ad
91,4055.032386647432,2.3635313158819846,tv_ad
92,4296.970371893057,2.7245953866556314,tv_ad
93,3173.3288736854543,1.2773362558124575,tv_ad
94,3183.231651948351,1.2875079377783731,tv_ad
95,2684.3411703036504,0.8317512579908042,tv_ad
96,4853.954363804861,3.653489200897513,tv_ad
97,4479.807596098633,3.0148151896054403,tv_ad
98,3822.7861396642747,2.042130612739714,tv_ad
99,5090.124530595613,4.08611013448619,tv_ad
100,3949.6991892296173,2.214672760228402,tv_ad
101,4533.647905299289,3.103063670757746,tv_ad
102,4109.258608489679,2.4421493022751233,tv_ad
